id;Pedido;Cliente;DATA_PEDIDO;DTA_CRIA_OM;DTA_LIBERACAO_CREDITO;DATA_EST_PICK;STATUS;DATA_GERACAO_NF;DAT_MINUTA;Editora;sku;volume;peso;valor;NF
ATI1346770;1346770;FEIRA LIVRO COMERCIO LTDA;04/11/2016;04/11/2016;04/11/2016;04/11/2016;FINALIZADO;05/11/2016;07/11/2016;ATICA;1;1;0,1;22,75;250553
ATI1346835;1346835;COLGIO ESPA€O MµGICO;04/11/2016;04/11/2016;;04/11/2016;FINALIZADO;07/11/2016;08/11/2016;ATICA;5;5;0,949;159,53;250599
REQ33302;33302;EDITORA ATICA S/A;03/11/2016;03/11/2016;;04/11/2016;FINALIZADO;04/11/2016;07/11/2016;REQUISICAO ATICA;1;1;0,09;7,48;250547
ATI1346863;1346863;LIVRARIA DA TRAVESSA LTDA;04/11/2016;04/11/2016;04/11/2016;07/11/2016;FINALIZADO;07/11/2016;07/11/2016;ATICA;2;4;0,28;89,79;250596
ATI1347030;1347030;CRUZ AZUL DE SAO PAULO;07/11/2016;07/11/2016;;07/11/2016;FINALIZADO;08/11/2016;08/11/2016;ATICA;2;2;0,325;63;250632
ATI1347043;1347043;NUCLEO DE RECREACAO INFANTIL FABULAS ENCANTADAS LT;07/11/2016;07/11/2016;;08/11/2016;FINALIZADO;08/11/2016;10/11/2016;ATICA;4;114;37,48;142,5;250688
ATI1346539;1346539;EDUCANDARIO YARA BEROCAN;07/11/2016;07/11/2016;;08/11/2016;FINALIZADO;08/11/2016;14/11/2016;ATICA;3;3;0,84;156,86;250676
ATI1347137;1347137;BOOKPARTNERS BRASIL EDITORA E DISTRIBUIDORA DE LIV;07/11/2016;07/11/2016;;08/11/2016;FINALIZADO;09/11/2016;10/11/2016;ATICA;24;73;21,92;2526,5;250747
ATI1347125;1347125;CASA DE LIVROS COMERCIO LTDA - EPP;07/11/2016;07/11/2016;;08/11/2016;FINALIZADO;08/11/2016;09/11/2016;ATICA;3;3;0,55;84,19;250653
ATI1347174;1347174;DEL BEN BRINQUEDOS,PAPELARIA E PRESENTES LTDA - ME;07/11/2016;07/11/2016;08/11/2016;08/11/2016;FINALIZADO;08/11/2016;09/11/2016;ATICA;1;15;3,525;803,25;250681
ATI1347215;1347215;FATIMA BARROCO PASSOS LOPES;08/11/2016;08/11/2016;08/11/2016;10/11/2016;FINALIZADO;11/11/2016;11/11/2016;ATICA;6;46;7,045;1045,92;250837
SER1347241;1347241;COOPERATIVA DOS PROFISSIONAIS EM EDUCACAO DE POCOS;08/11/2016;08/11/2016;;08/11/2016;FINALIZADO;09/11/2016;09/11/2016;SER;26;26;17,213;337,43;250704
SER1347258;1347258;MARIA REGINA FILGUEIRA LORENZO - ME;08/11/2016;08/11/2016;08/11/2016;08/11/2016;FINALIZADO;09/11/2016;10/11/2016;SER;1;1;0,905;79,75;250736
ATI1347302;1347302;EDUCANDARIO LIBERDADE;08/11/2016;08/11/2016;;08/11/2016;FINALIZADO;09/11/2016;10/11/2016;ATICA;1;1;0,375;0,36;250717
ATI1347317;1347317;BATATAIS COMERCIO E REPRESENTACOES DE LIVROS LTDA ;08/11/2016;08/11/2016;;;BLOQUEADO;;;ATICA;7;21;5,67;785,12;0
ATI1338520;1338520;PATRICIA SANCHES;08/11/2016;08/11/2016;;08/11/2016;FINALIZADO;09/11/2016;10/11/2016;ATICA;1;10;1,65;73,8;250731
ATI1347363;1347363;TODA INFORMATICA E PAPELARIA LTDA - EPP;08/11/2016;08/11/2016;16/11/2016;16/11/2016;FINALIZADO;16/11/2016;17/11/2016;ATICA;3;3;0,46;75,18;250998
REQ33444;33444;EDITORA ATICA S/A;08/11/2016;08/11/2016;;08/11/2016;FINALIZADO;09/11/2016;09/11/2016;REQUISICAO ATICA;9;250;52,6;2714,5;250730
ATI1347376;1347376;CASA DE LIVROS COMERCIO LTDA - EPP;08/11/2016;08/11/2016;;09/11/2016;FINALIZADO;09/11/2016;10/11/2016;ATICA;4;7;1,39;207,62;250780
ATI1347399;1347399;DENISE JULIANA WEINDLER;09/11/2016;09/11/2016;;09/11/2016;FINALIZADO;09/11/2016;10/11/2016;ATICA;4;4;1,915;96,51;250771
ATI1347409;1347409;EDITORA ATICA S/A;09/11/2016;09/11/2016;;09/11/2016;FINALIZADO;09/11/2016;10/11/2016;ATICA;1;10000;3900;11350;250781
ATI1347464;1347464;SARAIVA E SICILIANO S/A;09/11/2016;09/11/2016;09/11/2016;09/11/2016;FINALIZADO;10/11/2016;10/11/2016;ATICA;11;320;184,5;21630,8;250811
ATI1347469;1347469;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;09/11/2016;09/11/2016;;09/11/2016;FINALIZADO;10/11/2016;10/11/2016;ATICA;1;1000;390;4540;250808
ATI1347534;1347534;EMERSON PIEROBON ;09/11/2016;09/11/2016;;09/11/2016;FINALIZADO;10/11/2016;10/11/2016;ATICA;4;10;1,68;103,3;250802
ATI1347535;1347535;MARTINS EDITORA LIVRARIA LTDA;09/11/2016;09/11/2016;09/11/2016;10/11/2016;FINALIZADO;10/11/2016;10/11/2016;ATICA;2;4;1,045;138,95;250817
ATI1347536;1347536;LIVRARIA E PAPELARIA PSICO CULTURAL LTDA - EPP;09/11/2016;09/11/2016;;09/11/2016;FINALIZADO;10/11/2016;10/11/2016;ATICA;2;2;0,4;57,96;250800
ATI1347558;1347558;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;09/11/2016;09/11/2016;09/11/2016;10/11/2016;FINALIZADO;10/11/2016;14/11/2016;ATICA;15;89;43,95;4146,07;250829
SER1347628;1347628;BRANDAO & SOUSA LTDA;10/11/2016;10/11/2016;;10/11/2016;FINALIZADO;11/11/2016;14/11/2016;SER;2;57;22,38;347,02;250840
REQ33576;33576;EDITORA ATICA S/A;10/11/2016;10/11/2016;;10/11/2016;FINALIZADO;10/11/2016;10/11/2016;REQUISICAO ATICA;5;5;1,505;56,62;250831
ATI1347729;1347729;EDUCANDARIO YARA BEROCAN;10/11/2016;10/11/2016;;10/11/2016;FINALIZADO;14/11/2016;14/11/2016;ATICA;5;5;0,93;240;250950
ATI1347745;1347745;M FIALHO NETO EIRELI - ME;10/11/2016;10/11/2016;;10/11/2016;FINALIZADO;11/11/2016;11/11/2016;ATICA;4;114;37,48;142,5;250850
REQ33546;33546;EDITORA ATICA S/A;10/11/2016;10/11/2016;;10/11/2016;FINALIZADO;11/11/2016;14/11/2016;REQUISICAO ATICA;13;570;306,51;14673,75;250878
REQ33561;33561;EDITORA ATICA S/A;10/11/2016;10/11/2016;;10/11/2016;FINALIZADO;11/11/2016;14/11/2016;REQUISICAO ATICA;29;1860;461,28;22155;250900
REQ33580;33580;EDITORA ATICA S/A;10/11/2016;10/11/2016;;10/11/2016;FINALIZADO;11/11/2016;14/11/2016;REQUISICAO ATICA;16;1310;244,5;14582,5;250871
ATI1347767;1347767;MENUZZO & MENUZZO LTDA - ME;10/11/2016;10/11/2016;;11/11/2016;FINALIZADO;14/11/2016;14/11/2016;ATICA;1;1;0,18;29,15;250952
ATI1347798;1347798;CRISTAL BAZAR E PAPELARIA LTDA - ME;11/11/2016;11/11/2016;16/11/2016;16/11/2016;FINALIZADO;17/11/2016;17/11/2016;ATICA;1;3;0,195;47,25;251017
SER1347801;1347801;ESCOLA SHEKINAH EDUCACAO INFANTIL E ENSINO FUNDAME;11/11/2016;11/11/2016;;11/11/2016;FINALIZADO;11/11/2016;14/11/2016;SER;2;2;1,02;19,99;250909
ATI1347809;1347809;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;11/11/2016;11/11/2016;11/11/2016;11/11/2016;FINALIZADO;14/11/2016;17/11/2016;ATICA;52;2052;1113,019;99468,01;250959
ATI1347893;1347893;SARAIVA E SICILIANO S/A;11/11/2016;11/11/2016;11/11/2016;11/11/2016;FINALIZADO;14/11/2016;18/11/2016;ATICA;27;62;10,168;1364,78;250943
SER1347894;1347894;CENTRO EDUCACIONAL DA TAMARINEIRA EIRELI - ME;11/11/2016;11/11/2016;16/11/2016;;BLOQUEADO;;;SER;1;32;21,76;1786,4;0
ATI1347914;1347914;DISTRIBUIDORA LOYOLA DE LIVROS LTDA - ME;11/11/2016;11/11/2016;;11/11/2016;FINALIZADO;12/11/2016;14/11/2016;ATICA;9;11;2,37;318,03;250911
REQ33659;33659;EDITORA ATICA S/A;11/11/2016;11/11/2016;;11/11/2016;FINALIZADO;11/11/2016;14/11/2016;REQUISICAO ATICA;3;172;77,98;3840,38;250903
ATI1347968;1347968;SOCIEDADE EDUCACIONAL DOZE DE OUTUBRO LTDA;11/11/2016;11/11/2016;;11/11/2016;FINALIZADO;12/11/2016;14/11/2016;ATICA;11;11;8,3;338,42;250914
ATI1347835;1347835;NAVARRO EMPREENDIMENTOS EDUCACIONAIS LTDA ME;11/11/2016;11/11/2016;;16/11/2016;FINALIZADO;17/11/2016;18/11/2016;ATICA;5;35;15,615;1960,35;251029
ATI1349349;1349349;INSTITUTO EDUCACIONAL SERTAOZINHO LTDA.;14/11/2016;14/11/2016;;14/11/2016;FINALIZADO;15/11/2016;16/11/2016;ATICA;3;105;34,825;131,25;250970
ATI1351156;1351156;COLEGIO NOSSA SENHORA DO CARMO S/S LTDA - ME;14/11/2016;14/11/2016;;14/11/2016;FINALIZADO;16/11/2016;16/11/2016;ATICA;3;3;0,84;156,86;250981
ATI1354234;1354234;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;16/11/2016;16/11/2016;16/11/2016;16/11/2016;FINALIZADO;16/11/2016;17/11/2016;ATICA;12;220;89,609;9172,04;250995
ATI1354243;1354243;ITAGYBA COMERCIAL LTDA - ME;16/11/2016;16/11/2016;16/11/2016;16/11/2016;FINALIZADO;17/11/2016;18/11/2016;ATICA;13;13;15,44;1505,08;251023
ATI1354277;1354277;CENTRO EDUCACIONAL MENEZES LTDA - ME;16/11/2016;16/11/2016;;16/11/2016;FINALIZADO;17/11/2016;17/11/2016;ATICA;5;5;0,93;240;251013
ATI1354296;1354296;INSTITUTO I S DESENVOLVIMENTO E SUSTENTABILIDADE H;16/11/2016;16/11/2016;;16/11/2016;FINALIZADO;17/11/2016;17/11/2016;ATICA;30;90;15,33;905,67;251022
REQ33770;33770;EDITORA ATICA S/A;16/11/2016;16/11/2016;;16/11/2016;FINALIZADO;16/11/2016;17/11/2016;REQUISICAO ATICA;5;1125;306,45;41124,38;251001
SER1354358;1354358;CENTRO EDUCACIONAL PRESIDENTE TANCREDO NEVES;16/11/2016;16/11/2016;;17/11/2016;FINALIZADO;17/11/2016;18/11/2016;SER;8;128;60,54;2028,35;251045
SER1354478;1354478;COLEGIO DE ENSINO ICOARACIENSE LTDA - ME;17/11/2016;17/11/2016;;17/11/2016;FINALIZADO;18/11/2016;22/11/2016;SER;103;308;71,655;392,3;251093
ATI1354557;1354557;COPOLA COMERCIO DE LIVROS LTDA - ME;17/11/2016;17/11/2016;17/11/2016;17/11/2016;FINALIZADO;18/11/2016;18/11/2016;ATICA;3;15;10,25;1348,92;251073
SER1354565;1354565;COLEGIO DE ENSINO ICOARACIENSE LTDA - ME;17/11/2016;17/11/2016;;17/11/2016;FINALIZADO;18/11/2016;22/11/2016;SER;12;1809;1039,715;11389,46;251092
ATI1354576;1354576;ORLA COMERCIO E DISTRIBUIDORA DE LIVROS LTDA - EPP;17/11/2016;17/11/2016;17/11/2016;18/11/2016;FINALIZADO;19/11/2016;21/11/2016;ATICA;36;1010;722,39;85204,5;251146
SER1354580;1354580;M P AMARAL;17/11/2016;17/11/2016;;18/11/2016;FINALIZADO;19/11/2016;22/11/2016;SER;34;120;48,462;204,8;251122
ATI1354590;1354590;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;17/11/2016;17/11/2016;;17/11/2016;FINALIZADO;18/11/2016;21/11/2016;ATICA;17;284;219,415;17975,78;251081
SER1354600;1354600;CENTRO EDUCACIONAL FIGUEIREDO;17/11/2016;17/11/2016;;18/11/2016;FINALIZADO;19/11/2016;22/11/2016;SER;8;520;195,66;2732,62;251142
ATI1354602;1354602;SARAIVA E SICILIANO S/A;17/11/2016;17/11/2016;18/11/2016;18/11/2016;FINALIZADO;19/11/2016;21/11/2016;ATICA;28;70;9,25;1247,37;251116
REQ33922;33922;EDITORA ATICA S/A;17/11/2016;17/11/2016;;17/11/2016;FINALIZADO;18/11/2016;18/11/2016;REQUISICAO ATICA;36;1066;398,66;18585,9;251094
ATI1354644;1354644;SARAIVA E SICILIANO S/A;18/11/2016;18/11/2016;18/11/2016;18/11/2016;FINALIZADO;19/11/2016;22/11/2016;ATICA;26;56;14,615;1297,83;251114
ATI1354740;1354740;DISTRIBUIDORA DE LIVROS DOM QUIXOTE LTDA;18/11/2016;18/11/2016;18/11/2016;18/11/2016;FINALIZADO;19/11/2016;21/11/2016;ATICA;4;33;6,46;810,5;251137
ATI1354788;1354788;DISTRIBUIDORA DE LIVROS DOM QUIXOTE LTDA;18/11/2016;18/11/2016;;;BLOQUEADO;;;ATICA;21;322;422,372;35050,66;0
ATI1354800;1354800;DISAL SA DISTRIBUIDORES ASSOCIADOS DE LIVROS;18/11/2016;18/11/2016;18/11/2016;21/11/2016;FINALIZADO;22/11/2016;22/11/2016;ATICA;4;4;2,295;361,66;251192
ATI1354803;1354803;LIVRARIA E PAPELARIA PSICO CULTURAL LTDA - EPP;18/11/2016;18/11/2016;;18/11/2016;FINALIZADO;19/11/2016;21/11/2016;ATICA;1;1;0,25;30,75;251124
REQ34023;34023;EDITORA ATICA S/A;18/11/2016;18/11/2016;;18/11/2016;FINALIZADO;18/11/2016;18/11/2016;REQUISICAO ATICA;15;15;14,155;514,94;251096
ATI1354869;1354869;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;21/11/2016;21/11/2016;21/11/2016;21/11/2016;FINALIZADO;21/11/2016;22/11/2016;ATICA;1;1;1,286;74,28;251182
SER1354884;1354884;COLEGIO SAGRADO CORACAO JESUS LTDA;21/11/2016;21/11/2016;;21/11/2016;FINALIZADO;22/11/2016;23/11/2016;SER;8;10;2,775;210,2;251202
ATI1354917;1354917;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;21/11/2016;21/11/2016;21/11/2016;;BLOQUEADO;;;ATICA;14;3440;5109,75;413823,64;0
ATI1354865;1354865;PATRICIA SANCHES;21/11/2016;21/11/2016;;;BLOQUEADO;;;ATICA;1;10;1,5;110;0
ATI1354969;1354969;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;21/11/2016;21/11/2016;;21/11/2016;FINALIZADO;21/11/2016;24/11/2016;ATICA;11;654;216,43;24042,99;251177
ATI1355010;1355010;ADALBERTO GODAS MENDES - ME;21/11/2016;21/11/2016;;22/11/2016;FINALIZADO;23/11/2016;24/11/2016;ATICA;9;110;98,9;10351,43;251276
ATI1355024;1355024;C. A. COPOLA - LIVRARIA E PAPELARIA LTDA - EPP;21/11/2016;21/11/2016;21/11/2016;21/11/2016;FINALIZADO;22/11/2016;22/11/2016;ATICA;10;31;22,115;2116,73;251201
ATI1354506;1354506;SANTOS E LOPES ENSINO FUNDAMENTAL - EIRELI - ME;21/11/2016;21/11/2016;;21/11/2016;CANCELADO;;;ATICA;4;114;37,48;142,5;Em Conferencia
ATI1355067;1355067;FABIO SILVA DOMINGUES;21/11/2016;21/11/2016;;21/11/2016;FINALIZADO;22/11/2016;22/11/2016;ATICA;2;2;0,435;21,76;251212
ATI1354955;1354955;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;21/11/2016;21/11/2016;;24/11/2016;FINALIZADO;29/11/2016;09/12/2016;ATICA;19;3100;2396,45;224197,84;251572
ATI1354981;1354981;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;21/11/2016;21/11/2016;;25/11/2016;FINALIZADO;26/11/2016;09/12/2016;ATICA;31;1305;929,685;96506,2;251502
ATI1355146;1355146;PATRICIA SANCHES;22/11/2016;22/11/2016;;22/11/2016;FINALIZADO;23/11/2016;23/11/2016;ATICA;1;10;1,5;110;251305
ATI1355111;1355111;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;22/11/2016;22/11/2016;22/11/2016;23/11/2016;FINALIZADO;24/11/2016;25/11/2016;ATICA;14;3440;5109,75;413823,64;251368
ATI1355040;1355040;SANTOS E LOPES ENSINO FUNDAMENTAL - EIRELI - ME;22/11/2016;22/11/2016;;22/11/2016;FINALIZADO;23/11/2016;23/12/2016;ATICA;4;114;37,48;142,5;251281
ATI1355177;1355177;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;22/11/2016;22/11/2016;22/11/2016;23/11/2016;FINALIZADO;24/11/2016;12/12/2016;ATICA;42;103;37,98;5443,2;251405
ATI1355182;1355182;D L S - DISTRIBUIDORA DE LIVROS SOLIMOES LTDA - EP;22/11/2016;22/11/2016;;22/11/2016;FINALIZADO;22/11/2016;24/11/2016;ATICA;14;58;30,545;3957,94;251248
ATI1355249;1355249;A. J. P. TOSTA - ME;22/11/2016;22/11/2016;22/11/2016;23/11/2016;FINALIZADO;24/11/2016;24/11/2016;ATICA;20;112;79,925;9980,4;251353
ATI1354991;1354991;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;22/11/2016;22/11/2016;24/11/2016;24/11/2016;FINALIZADO;25/11/2016;28/11/2016;ATICA;68;13865;9644,365;1148848,92;251479
ATI1355412;1355412;ABEDI - ASSOCIACAO BRASILIENSE DE EDUCACAO INTEGRA;22/11/2016;22/11/2016;;23/11/2016;FINALIZADO;24/11/2016;25/11/2016;ATICA;8;8;2,138;337,25;251317
ATI1355337;1355337;LITERATO DISTRIBUIDORA DE LIVROS LTDA EPP - EPP;23/11/2016;23/11/2016;;23/11/2016;FINALIZADO;23/11/2016;24/11/2016;ATICA;9;145;39,915;3396,15;251315
ATI1355532;1355532;SARAIVA E SICILIANO S/A;23/11/2016;23/11/2016;;23/11/2016;FINALIZADO;24/11/2016;25/11/2016;ATICA;1;115;15,525;2277;251355
ATI1355555;1355555;B2W COMPANHIA DIGITAL;23/11/2016;23/11/2016;;;BLOQUEADO;;;ATICA;11;295;161,46;29100,09;0
ATI1355598;1355598;B2W COMPANHIA DIGITAL;23/11/2016;23/11/2016;14/12/2016;15/12/2016;FINALIZADO;16/12/2016;23/12/2016;ATICA;5;1398;1785,175;134952,78;253431
ATI1355637;1355637;B2W COMPANHIA DIGITAL;23/11/2016;23/11/2016;14/12/2016;15/12/2016;FINALIZADO;15/12/2016;04/01/2017;ATICA;6;187;228,56;21618,36;253399
ATI1355638;1355638;LIVRARIA LEITURA JUNDIAI LTDA;23/11/2016;23/11/2016;;23/11/2016;FINALIZADO;24/11/2016;24/11/2016;ATICA;11;18;3,171;512,9;251328
SER1355651;1355651;FERNANDO LUIZ FERREIRA;23/11/2016;23/11/2016;;23/11/2016;FINALIZADO;24/11/2016;28/11/2016;SER;11;11;6,913;22,35;251337
ATI1355658;1355658;B2W COMPANHIA DIGITAL;23/11/2016;23/11/2016;14/12/2016;15/12/2016;FINALIZADO;21/12/2016;29/12/2016;ATICA;85;1296;291,022;37330,88;254023
ATI1355519;1355519;LIVRARIA LIVRO FACIL LTDA;23/11/2016;23/11/2016;23/11/2016;24/11/2016;FINALIZADO;24/11/2016;25/11/2016;ATICA;9;523;397,375;42784,5;251398
SER1355691;1355691;ESCOLA FREINETE LTDA;23/11/2016;23/11/2016;;23/11/2016;FINALIZADO;25/11/2016;28/11/2016;SER;20;240;125,52;1640,72;251410
ATI1355695;1355695;WILLIAN PEREZ JUSTO;23/11/2016;23/11/2016;;23/11/2016;FINALIZADO;24/11/2016;25/11/2016;ATICA;2;2;0,18;17,23;251391
ATI1355709;1355709;SARAIVA E SICILIANO S/A;23/11/2016;23/11/2016;24/11/2016;25/11/2016;FINALIZADO;28/11/2016;29/11/2016;ATICA;30;3911;2851,788;384121,82;251553
ATI1355736;1355736;DISTRIBUIDORA MATERIAIS ESCOLARES SCALET LTDA EPP;23/11/2016;23/11/2016;23/11/2016;24/11/2016;FINALIZADO;24/11/2016;25/11/2016;ATICA;3;3;0,195;45,24;251371
SER1355742;1355742;COOPERATIVA DE TRABALHO MORUNGAVENSE DE EDUCACAO E;23/11/2016;23/11/2016;23/11/2016;24/11/2016;FINALIZADO;25/11/2016;;SER;104;189;49,389;251,32;251414
ATI1355749;1355749;C ALMEIDA DE SOUZA SANTOS ESCOLA - ME;23/11/2016;23/11/2016;;23/11/2016;FINALIZADO;24/11/2016;24/11/2016;ATICA;4;114;37,48;142,5;251334
ATI1355769;1355769;B2W COMPANHIA DIGITAL;23/11/2016;23/11/2016;14/12/2016;15/12/2016;FINALIZADO;16/12/2016;23/12/2016;ATICA;8;448;426;36991,68;253418
ATI1355799;1355799;LIVRARIA LIVRO FACIL LTDA;23/11/2016;23/11/2016;24/11/2016;24/11/2016;FINALIZADO;25/11/2016;25/11/2016;ATICA;14;565;397,09;45166,18;251416
ATI1355808;1355808;JOSE LUIZ CARDOSO LIVRARIA - ME;24/11/2016;24/11/2016;;24/11/2016;FINALIZADO;25/11/2016;25/11/2016;ATICA;2;3;0,61;87,98;251418
ATI1355828;1355828;ANDREA CRISTINA BUENO PEREIRA 25557829822;24/11/2016;24/11/2016;;24/11/2016;FINALIZADO;26/11/2016;28/11/2016;ATICA;3;4;0,685;118,13;251483
SER1355833;1355833;ESCOLA PARIS LTDA - ME;24/11/2016;24/11/2016;24/11/2016;24/11/2016;FINALIZADO;25/11/2016;25/11/2016;SER;22;22;12,07;38,02;251426
SER1355838;1355838;JOSEFA NERY DOS SANTOS - ME;24/11/2016;24/11/2016;;28/11/2016;FINALIZADO;29/11/2016;30/11/2016;SER;20;59;43,12;1571,53;251633
ATI1355852;1355852;CASA EDITORA PRESBITERIANA S/C;24/11/2016;24/11/2016;24/11/2016;24/11/2016;FINALIZADO;25/11/2016;28/11/2016;ATICA;3;175;27,4;5874,9;251430
SER1355859;1355859;CENTRO EDUCACIONAL RUI BARBOSA;24/11/2016;24/11/2016;;24/11/2016;FINALIZADO;25/11/2016;25/11/2016;SER;1;3;0,855;3,75;251428
ATI1355872;1355872;ACEL ADMINISTRACAO DE CURSOS EDUCACIONAIS LTDA;24/11/2016;24/11/2016;24/11/2016;24/11/2016;FINALIZADO;25/11/2016;25/11/2016;ATICA;54;162;14,553;2654,8;251439
ATI1355877;1355877;CLASSICA DISTRIBUIDORA DE LIVROS LTDA;24/11/2016;24/11/2016;24/11/2016;24/11/2016;FINALIZADO;25/11/2016;28/11/2016;ATICA;5;100;131,7;7690,06;251475
ATI1355892;1355892;COMERCIO DE APARAS PRIMOS DE RIO CLARO LTDA.;24/11/2016;24/11/2016;;24/11/2016;FINALIZADO;24/11/2016;25/11/2016;ATICA;3;12748;15497,405;63740;251375
ATI1355901;1355901;COPOLA COMERCIO DE LIVROS LTDA - ME;24/11/2016;24/11/2016;;24/11/2016;FINALIZADO;26/11/2016;28/11/2016;ATICA;1;2;4,13;259,92;251481
ATI1355924;1355924;JEFTE LIVROS - DISTRIBUIDORA E LIVRARIA LTDA;24/11/2016;24/11/2016;24/11/2016;28/11/2016;FINALIZADO;29/11/2016;15/12/2016;ATICA;1;1;0,2;31,85;251621
ATI1355969;1355969;COMERCIO DE APARAS PRIMOS DE RIO CLARO LTDA.;24/11/2016;24/11/2016;;24/11/2016;FINALIZADO;24/11/2016;25/11/2016;ATICA;30;24399;17688,519;980585,96;251377
ATI1355979;1355979;PEDRO DE FREITAS SAGGIORO;24/11/2016;24/11/2016;;25/11/2016;FINALIZADO;26/11/2016;29/11/2016;ATICA;1;10;3,9;122,3;251513
ATI1355415;1355415;ABEDI - ASSOCIACAO BRASILIENSE DE EDUCACAO INTEGRA;24/11/2016;24/11/2016;;25/11/2016;FINALIZADO;26/11/2016;28/11/2016;ATICA;4;114;37,48;142,5;251491
ATI1355994;1355994;LIVRARIA LIVRO FACIL LTDA;24/11/2016;24/11/2016;24/11/2016;28/11/2016;FINALIZADO;30/11/2016;01/12/2016;ATICA;4;150;32,745;4019,4;251783
ATI1356016;1356016;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;24/11/2016;24/11/2016;;25/11/2016;FINALIZADO;29/11/2016;30/11/2016;ATICA;16;3773;4111,38;289109,53;251586
ATI1356030;1356030;COLEGIO MOTIVO LTDA;24/11/2016;24/11/2016;24/11/2016;25/11/2016;FINALIZADO;26/11/2016;28/11/2016;ATICA;1;50;9;1004,35;251510
ATI1356036;1356036;FEIRA LIVRO COMERCIO LTDA;24/11/2016;24/11/2016;;28/11/2016;FINALIZADO;30/11/2016;30/11/2016;ATICA;2;8;0,945;212,45;251708
ATI1356041;1356041;DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A;24/11/2016;24/11/2016;;25/11/2016;FINALIZADO;26/11/2016;28/11/2016;ATICA;1;6;0,93;130,05;251509
SER1356160;1356160;RIBEIRO REIS LTDA;25/11/2016;25/11/2016;;28/11/2016;FINALIZADO;28/11/2016;30/11/2016;SER;18;69;37,592;1889,28;251564
ATI1356066;1356066;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;25/11/2016;25/11/2016;25/11/2016;28/11/2016;FINALIZADO;02/12/2016;12/12/2016;ATICA;176;490;152,95;20941,4;251926
SER1356170;1356170;ESCOLA EDUC INF ESTRELA ENCANTADA;25/11/2016;25/11/2016;;25/11/2016;FINALIZADO;01/12/2016;03/12/2016;SER;318;1822;469,251;2432,78;251903
SER1356182;1356182;COLEGIO AUTENTICO LTDA;25/11/2016;25/11/2016;;28/11/2016;FINALIZADO;29/11/2016;30/11/2016;SER;31;112;71,396;2603,09;251591
SER1356191;1356191;COLEGIO AUTENTICO LTDA;25/11/2016;25/11/2016;;28/11/2016;FINALIZADO;28/11/2016;30/11/2016;SER;11;36;20,988;935,07;251560
REQ34214;34214;EDITORA ATICA S/A;24/11/2016;24/11/2016;;25/11/2016;FINALIZADO;26/11/2016;28/11/2016;REQUISICAO ATICA;1;5;3,325;81,13;251493
ATI1356234;1356234;B.M.B. DISTRIBUIDORA DE LIVROS LTDA;25/11/2016;25/11/2016;25/11/2016;28/11/2016;FINALIZADO;30/11/2016;30/11/2016;ATICA;18;170;54,564;5383,37;251664
ATI1356253;1356253;ADALBERTO GODAS MENDES - ME;25/11/2016;25/11/2016;;28/11/2016;FINALIZADO;30/11/2016;30/11/2016;ATICA;3;35;19,95;2457,28;251780
SER1356263;1356263;COOPERATIVA DE TRABALHO MORUNGAVENSE DE EDUCACAO E;25/11/2016;25/11/2016;25/11/2016;28/11/2016;FINALIZADO;29/11/2016;;SER;95;166;49,423;229,1;251604
SER1356278;1356278;NILDO ALCANTARA DE SOUZA ME;25/11/2016;25/11/2016;;;BLOQUEADO;;;SER;78;159;52,488;257,54;Em Conferencia
SER1356287;1356287;MARIA TANIA SOARES FERREIRA - ME;25/11/2016;25/11/2016;;;BLOQUEADO;;;SER;79;79;26,002;127,14;Em Conferencia
SER1356305;1356305;MARTINS E DELA LIBERA LTDA - ME;25/11/2016;25/11/2016;;29/11/2016;FINALIZADO;01/12/2016;02/12/2016;SER;17;34;19,47;67,68;251838
ATI1356188;1356188;GALLAFASSI EDITORA E DISTRIBUIDORA LTDA.;25/11/2016;25/11/2016;;02/12/2016;FINALIZADO;04/12/2016;07/12/2016;ATICA;205;4203;503,397;77368,21;252080
REQ34271;34271;EDITORA ATICA S/A;25/11/2016;25/11/2016;;25/11/2016;FINALIZADO;25/11/2016;28/11/2016;REQUISICAO ATICA;8;8;1,755;79,51;251473
SER1356338;1356338;CYR ENSINO DE IDIOMAS LTDA - ME;25/11/2016;25/11/2016;;29/11/2016;FINALIZADO;30/11/2016;01/12/2016;SER;79;158;52,004;254,33;251761
